department,course_num,section,semester,year,timeslot
ESE,555,01,Fall,2020,TUTH 04:45PM-06:05PM
ESE,565,01,Fall,2020,TH 06:30PM-09:20PM
ESE,566,01,Fall,2020,TU 05:45PM-08:40PM
ESE,568,01,Fall,2020,W 04:25PM-07:15PM
ESE,576,01,Fall,2020,M 06:05PM-08:55PM
ESE,589,01,Fall,2020,TH 05:45PM-08:40PM
ESE,590,02,Fall,2020,M 06:05PM-09:00PM
ESE,597,06,Fall,2020,
ESE,599,05,Fall,2020,
ESE,670,02,Fall,2020,M 06:05PM-09:00PM
ESE,670,03,Fall,2020,
ESE,697,16,Fall,2020,
ESE,698,15,Fall,2020,
ESE,699,05,Fall,2020,
AMS,500,01,Fall,2020,W 11:45AM-12:40PM
AMS,501,01,Fall,2020,MW 06:05PM-07:25PM
AMS,503,01,Fall,2020,MW 02:40PM-04:00PM
AMS,507,01,Fall,2020,TUTH 03:00PM-04:20PM
AMS,510,01,Fall,2020,MWF 10:30AM-11:25AM
AMS,511,01,Fall,2020,W 02:40PM-05:30PM
AMS,514,02,Fall,2020,F 01:00PM-03:35PM
AMS,516,01,Fall,2020,MW 02:40PM-04:00PM
AMS,518,02,Fall,2020,TH 01:15PM-04:05PM
AMS,519,01,Fall,2020,
AMS,526,01,Fall,2020,MW 04:25PM-05:45PM
AMS,530,01,Fall,2020,TUTH 06:30PM-07:50PM
AMS,531,01,Fall,2020,HTBA 01:00AM-01:00AM
AMS,532,01,Fall,2020,W 11:45AM-12:40PM
AMS,535,01,Fall,2020,MW 02:40PM-04:00PM
AMS,539,01,Fall,2020,MWF 11:45AM-12:40PM
AMS,540,02,Fall,2020,TUTH 01:15PM-02:35PM
AMS,542,01,Fall,2020,MW 06:05PM-07:25PM
AMS,547,01,Fall,2020,MW 08:15PM-09:35PM
AMS,553,02,Fall,2020,TUTH 03:00PM-04:20PM
AMS,556,01,Fall,2020,TUTH 11:30AM-12:50PM
AMS,560,01,Fall,2020,TUTH 09:45AM-11:05AM
AMS,562,02,Fall,2020,MF 01:00PM-02:20PM
AMS,571,01,Fall,2020,MW 10:30AM-11:50AM
AMS,572,02,Fall,2020,TUTH 11:30AM-12:50PM
AMS,575,01,Fall,2020,
AMS,582,01,Fall,2020,TUTH 01:15PM-02:35PM
AMS,585,01,Fall,2020,
AMS,588,01,Fall,2020,TUTH 08:00AM-09:20AM
AMS,595,01,Fall,2020,TUTH 08:15PM-09:35PM
AMS,598,01,Fall,2020,MW 07:50PM-09:10PM
AMS,599,01,Fall,2020,
AMS,676,02,Fall,2020,
AMS,691,01,Fall,2020,MW 10:30AM-11:50AM
AMS,691,03,Fall,2020,W 06:05PM-08:55PM
AMS,691,02,Fall,2020,TH 05:45PM-08:40PM
AMS,698,08,Fall,2020,
AMS,699,23,Fall,2020,
BMI,501,01,Fall,2020,TU 03:30PM-06:20PM
BMI,502,01,Fall,2020,TH 03:30PM-06:20PM
BMI,503,01,Fall,2020,M 09:30AM-12:20PM
BMI,514,01,Fall,2020,M 01:30PM-04:20PM
BMI,530,01,Fall,2020,W 09:30AM-11:30AM
BMI,540,01,Fall,2020,TU 08:00AM-10:50AM
BMI,550,01,Fall,2020,TH 12:00PM-01:50PM
BMI,590,01,Fall,2020,
BMI,592,01,Fall,2020,W 03:00PM-04:00PM
BMI,595,01,Fall,2020,TU 02:00PM-02:50PM
BMI,596,01,Fall,2020,
BMI,598,01,Fall,2020,
BMI,599,01,Fall,2020,
BMI,692,01,Fall,2020,W 03:00PM-04:00PM
BMI,697,01,Fall,2020,
BMI,698,01,Fall,2020,
BMI,699,01,Fall,2020,
CSE,502,01,Spring,2020,MW 08:30AM-09:50AM
CSE,509,01,Spring,2020,MW 04:00PM-05:20PM
CSE,512,01,Spring,2020,MF 01:00PM-02:20PM
CSE,522,01,Spring,2020,
CSE,523,01,Spring,2020,
CSE,524,65,Spring,2020,
CSE,525,01,Spring,2020,TUTH 01:00PM-02:20PM
CSE,526,01,Spring,2020,TUTH 10:00AM-11:20AM
CSE,527,01,Spring,2020,MW 05:30PM-06:50PM
CSE,532,01,Spring,2020,TUTH 08:30AM-09:50AM
CSE,541,01,Spring,2020,TUTH 04:00PM-05:20PM
CSE,544,01,Spring,2020,MW 02:30PM-03:50PM
CSE,545,01,Spring,2020,TUTH 01:00PM-02:20PM
CSE,550,01,Spring,2020,F 10:00AM-12:00PM
CSE,555,01,Spring,2020,TUTH 10:00AM-11:20AM
CSE,564,01,Spring,2020,TUTH 07:00PM-08:20PM
CSE,566,01,Spring,2020,W 02:30PM-05:20PM
CSE,570,01,Spring,2020,MF 10:00AM-11:20AM
CSE,587,16,Spring,2020,
CSE,593,48,Spring,2020,
CSE,596,01,Spring,2020,
CSE,599,81,Spring,2020,
CSE,600,01,Spring,2020,F 02:30PM-03:30PM
CSE,615,01,Spring,2020,W 02:30PM-05:20PM
CSE,645,01,Spring,2020,TH 11:30AM-12:50PM
CSE,652,01,Spring,2020,W 11:15AM-12:45PM
CSE,696,01,Spring,2020,
CSE,698,51,Spring,2020,
CSE,699,56,Spring,2020,
ESE,501,01,Spring,2020,TH 04:00PM-06:50PM
ESE,506,01,Spring,2020,TU 04:00PM-06:50PM
ESE,512,01,Spring,2020,M 04:00PM-06:50PM
ESE,513,01,Spring,2020,M 05:30PM-08:20PM
ESE,515,01,Spring,2020,TH 05:30PM-08:20PM
ESE,517,01,Spring,2020,W 04:00PM-06:50PM
ESE,520,01,Spring,2020,TH 07:00PM-10:00PM
ESE,523,01,Spring,2020,F 10:00AM-12:00PM
ESE,531,01,Spring,2020,W 07:00PM-10:00PM
ESE,532,01,Spring,2020,M 02:30PM-05:20PM
ESE,533,01,Spring,2020,W 02:30PM-05:20PM
ESE,538,01,Spring,2020,TU 05:30PM-08:20PM
ESE,543,01,Spring,2020,TUTH 02:30PM-03:50PM
ESE,544,01,Spring,2020,TH 05:30PM-08:20PM
ESE,545,01,Spring,2020,M 05:30PM-08:20PM
ESE,556,01,Spring,2020,TH 07:00PM-09:50PM
ESE,558,01,Spring,2020,F 11:00AM-01:50PM
ESE,586,01,Spring,2020,M 05:30PM-08:20PM
ESE,587,01,Spring,2020,MW 04:00PM-05:20PM
ESE,588,01,Spring,2020,M 07:00PM-09:50PM
ESE,597,28,Spring,2020,
ESE,599,01,Spring,2020,
ESE,697,27,Spring,2020,
ESE,698,28,Spring,2020,
ESE,699,36,Spring,2020,
AMS,500,01,Spring,2020,W 12:00PM-12:53PM
AMS,502,01,Spring,2020,MW 02:30PM-03:50PM
AMS,512,01,Spring,2020,M 02:30PM-05:20PM
AMS,513,01,Spring,2020,W 05:30PM-08:20PM
AMS,515,01,Spring,2020,TUTH 02:30PM-03:50PM
AMS,517,01,Spring,2020,TUTH 11:30AM-12:50PM
AMS,519,01,Spring,2020,SUP 01:00AM-01:00AM
AMS,522,01,Spring,2020,TUTH 05:30PM-06:50PM
AMS,523,01,Spring,2020,F 01:00PM-03:50PM
AMS,527,01,Spring,2020,MW 04:00PM-05:20PM
AMS,528,03,Spring,2020,MF 01:00PM-02:20PM
AMS,531,01,Spring,2020,HTBA 01:00AM-01:00AM
AMS,532,01,Spring,2020,W 12:00PM-12:53PM
AMS,533,01,Spring,2020,M 10:00AM-12:50PM
AMS,534,01,Spring,2020,TUTH 11:30AM-12:50PM
AMS,536,01,Spring,2020,MW 02:30PM-03:50PM
AMS,537,01,Spring,2020,TUTH 02:30PM-03:50PM
AMS,545,01,Spring,2020,TUTH 10:00AM-11:20AM
AMS,546,01,Spring,2020,MW 10:00AM-11:20AM
AMS,548,01,Spring,2020,MW 04:00PM-05:20PM
AMS,550,01,Spring,2020,TUTH 05:30PM-06:50PM
AMS,555,01,Spring,2020,MW 11:30AM-12:50PM
AMS,559,01,Spring,2020,MW 04:00PM-05:20PM
AMS,561,01,Spring,2020,MW 02:30PM-03:50PM
AMS,569,01,Spring,2020,TUTH 11:30AM-12:50PM
AMS,570,01,Spring,2020,TUTH 08:30AM-09:50AM
AMS,573,01,Spring,2020,MW 07:00PM-08:20PM
AMS,575,01,Spring,2020,SUP 01:00AM-01:00AM
AMS,578,01,Spring,2020,TUTH 01:00PM-02:20PM
AMS,586,01,Spring,2020,TUTH 08:30AM-09:50AM
AMS,597,02,Spring,2020,TUTH 10:00AM-11:20AM
AMS,599,31,Spring,2020,
AMS,603,01,Spring,2020,TU 01:00PM-03:50PM
AMS,676,03,Spring,2020,SUP 01:00AM-01:00AM
AMS,691,01,Spring,2020,M 01:00PM-03:50PM
AMS,698,08,Spring,2020,
AMS,699,31,Spring,2020,
AMS,700,28,Spring,2020,
AMS,701,28,Spring,2020,
BMI,511,01,Spring,2020,TH 12:30PM-02:30PM
BMI,513,01,Spring,2020,M 02:30PM-05:20PM
BMI,517,01,Spring,2020,TUTH 04:30PM-06:00PM
BMI,520,01,Spring,2020,TUTH 09:30AM-11:00AM
BMI,551,01,Spring,2020,TH 12:30PM-03:30PM
BMI,592,01,Spring,2020,W 03:00PM-04:00PM
BMI,595,01,Spring,2020,
BMI,596,01,Spring,2020,
BMI,598,01,Spring,2020,
BMI,599,01,Spring,2020,
BMI,699,01,Spring,2020,
CSE,699,1,Spring,2021,
AMS,699,1,Spring,2021,
BMI,699,1,Spring,2021,
ESE,699,5,Spring,2021,
CSE,698,1,Spring,2021,
AMS,698,8,Spring,2021,
BMI,698,2,Spring,2021,
ESE,698,10,Spring,2021,
ESE,697,16,Spring,2021,
CSE,696,1,Spring,2021,
BMI,692,1,Spring,2021,W 03:00PM-04:00PM
AMS,676,1,Spring,2021,
ESE,670,2,Spring,2021,
CSE,659,1,Spring,2021,M 11:45AM-01:00PM
CSE,658,1,Spring,2021,M 10:30AM-11:30AM
CSE,658,2,Spring,2021,M 10:30AM-11:30AM
CSE,656,1,Spring,2021,W 04:25PM-05:45PM
CSE,655,30,Spring,2021,F 01:00PM-02:20PM
CSE,655,2,Spring,2021,F 01:00PM-02:20PM
CSE,648,30,Spring,2021,TU 11:30AM-12:50PM
CSE,645,1,Spring,2021,TH 11:30AM-12:50PM
CSE,645,2,Spring,2021,TH 11:30AM-12:50PM
CSE,643,1,Spring,2021,TH 09:00PM-10:00PM
CSE,642,1,Spring,2021,F 11:45AM-12:55PM
AMS,603,1,Spring,2021,TU 01:15PM-04:05PM
CSE,600,1,Spring,2021,F 02:40PM-03:35PM
CSE,600,2,Spring,2021,F 02:40PM-03:35PM
CSE,599,1,Spring,2021,
AMS,599,1,Spring,2021,
BMI,599,1,Spring,2021,
ESE,599,5,Spring,2021,
BMI,598,1,Spring,2021,
AMS,597,1,Spring,2021,TUTH 09:45AM-11:05AM
AMS,597,2,Spring,2021,TUTH 09:45AM-11:05AM
ESE,597,34,Spring,2021,
CSE,596,1,Spring,2021,
BMI,596,1,Spring,2021,
CSE,595,1,Spring,2021,MW 02:40PM-04:00PM
CSE,595,2,Spring,2021,MW 02:40PM-04:00PM
CSE,593,3,Spring,2021,
BMI,592,1,Spring,2021,W 03:00PM-04:00PM
ESE,588,1,Spring,2021,M 06:05PM-08:55PM
CSE,587,1,Spring,2021,
ESE,586,1,Spring,2021,M 06:05PM-09:10PM
CSE,582,1,Spring,2021,TUTH 11:30AM-12:50PM
CSE,582,2,Spring,2021,TUTH 11:30AM-12:50PM
AMS,580,1,Spring,2021,TUTH 08:00AM-09:20AM
AMS,580,2,Spring,2021,TUTH 08:00AM-09:20AM
AMS,578,1,Spring,2021,TUTH 01:15PM-02:35PM
AMS,578,2,Spring,2021,TUTH 01:15PM-02:35PM
AMS,575,1,Spring,2021,
AMS,573,1,Spring,2021,MW 07:50PM-09:10PM
AMS,573,2,Spring,2021,MW 07:50PM-09:10PM
AMS,570,1,Spring,2021,TUTH 08:00AM-09:20AM
AMS,570,2,Spring,2021,TUTH 08:00AM-09:20AM
AMS,569,1,Spring,2021,TUTH 11:30AM-12:50PM
CSE,566,1,Spring,2021,W 02:40PM-05:30PM
CSE,566,2,Spring,2021,W 02:40PM-05:30PM
CSE,564,1,Spring,2021,TUTH 08:15PM-09:35PM
CSE,564,2,Spring,2021,TUTH 08:15PM-09:35PM
AMS,561,1,Spring,2021,MW 10:30AM-11:50AM
AMS,559,1,Spring,2021,MW 04:25PM-05:45PM
ESE,558,1,Spring,2021,W 04:25PM-07:15PM
CSE,555,1,Spring,2021,TUTH 09:45AM-11:05AM
AMS,555,1,Spring,2021,MW 04:25PM-05:45PM
CSE,551,1,Spring,2021,MW 04:25PM-05:45PM
AMS,550,1,Spring,2021,TUTH 06:30PM-07:50PM
CSE,548,2,Spring,2021,MW 04:25PM-05:45PM
CSE,548,1,Spring,2021,MW 04:25PM-05:45PM
AMS,548,1,Spring,2021,MW 04:25PM-05:45PM
AMS,548,2,Spring,2021,MW 04:25PM-05:45PM
AMS,545,1,Spring,2021,TUTH 09:45AM-11:05AM
AMS,545,2,Spring,2021,TUTH 09:45AM-11:05AM
ESE,545,1,Spring,2021,TH 06:30PM-09:20PM
CSE,544,1,Spring,2021,TUTH 01:15PM-02:35PM
CSE,544,2,Spring,2021,TUTH 01:15PM-02:35PM
ESE,544,1,Spring,2021,TH 06:30PM-09:20PM
ESE,543,1,Spring,2021,TUTH 03:00PM-04:20PM
AMS,542,2,Spring,2021,MW 04:25PM-05:45PM
AMS,542,1,Spring,2021,MW 04:25PM-05:45PM
ESE,538,1,Spring,2021,TU 06:30PM-09:20PM
AMS,537,1,Spring,2021,TUTH 03:00PM-04:20PM
AMS,536,1,Spring,2021,MW 02:40PM-04:00PM
AMS,534,1,Spring,2021,TUTH 11:30AM-12:50PM
AMS,533,1,Spring,2021,M 10:30AM-01:20PM
AMS,533,2,Spring,2021,M 10:30AM-01:20PM
ESE,533,1,Spring,2021,W 02:40PM-05:30PM
CSE,532,1,Spring,2021,TUTH 06:30PM-07:50PM
CSE,532,2,Spring,2021,TUTH 06:30PM-07:50PM
ESE,532,1,Spring,2021,M 02:40PM-05:30PM
AMS,531,1,Spring,2021,
ESE,531,1,Spring,2021,W 06:05PM-09:00PM
ESE,530,1,Spring,2021,TH 06:30PM-09:35PM
CSE,528,2,Spring,2021,MW 06:05PM-07:25PM
CSE,528,1,Spring,2021,MW 06:05PM-07:25PM
AMS,528,1,Spring,2021,MW 08:30AM-09:50AM
AMS,528,2,Spring,2021,MW 08:30AM-09:50AM
CSE,527,1,Spring,2021,MW 07:50PM-09:10PM
CSE,527,2,Spring,2021,MW 07:50PM-09:10PM
AMS,527,1,Spring,2021,MW 04:25PM-05:45PM
AMS,527,2,Spring,2021,MW 04:25PM-05:45PM
CSE,526,1,Spring,2021,MF 01:00PM-02:20PM
CSE,526,2,Spring,2021,MF 01:00PM-02:20PM
CSE,525,2,Spring,2021,TUTH 01:15PM-02:35PM
CSE,525,1,Spring,2021,TUTH 01:15PM-02:35PM
CSE,524,1,Spring,2021,
CSE,523,2,Spring,2021,
AMS,523,30,Spring,2021,F 01:00PM-03:50PM
CSE,522,1,Spring,2021,
AMS,522,1,Spring,2021,TUTH 03:00PM-04:20PM
BMI,520,1,Spring,2021,TUTH 03:30PM-05:00PM
AMS,519,1,Spring,2021,
AMS,517,1,Spring,2021,MW 07:50PM-09:10PM
AMS,517,2,Spring,2021,MW 07:50PM-09:10PM
BMI,517,1,Spring,2021,TU 09:00AM-10:30AM
AMS,515,1,Spring,2021,TUTH 06:30PM-07:50PM
ESE,515,1,Spring,2021,TH 06:30PM-09:20PM
AMS,513,1,Spring,2021,MW 06:05PM-07:25PM
AMS,513,2,Spring,2021,MW 06:05PM-07:25PM
BMI,513,1,Spring,2021,M 09:30AM-12:30PM
ESE,513,1,Spring,2021,M 06:05PM-08:55PM
CSE,512,1,Spring,2021,TUTH 09:45AM-11:05AM
CSE,512,2,Spring,2021,TUTH 09:45AM-11:05AM
AMS,512,30,Spring,2021,M 02:40PM-05:30PM
AMS,512,1,Spring,2021,M 02:40PM-05:30PM
BMI,512,2,Spring,2021,TH 12:00PM-03:00PM
ESE,512,1,Spring,2021,M 04:25PM-07:15PM
BMI,511,1,Spring,2021,TU 01:00PM-02:00PM
CSE,510,1,Spring,2021,TUTH 03:00PM-04:20PM
CSE,510,2,Spring,2021,TUTH 03:00PM-04:20PM
CSE,508,3,Spring,2021,TUTH 04:45PM-06:05PM
CSE,508,4,Spring,2021,TUTH 04:45PM-06:05PM
CSE,506,2,Spring,2021,TUTH 08:00AM-09:20AM
CSE,506,1,Spring,2021,TUTH 08:00AM-09:20AM
ESE,506,1,Spring,2021,TU 04:45PM-07:35PM
AMS,502,1,Spring,2021,MW 02:40PM-04:00PM
AMS,502,2,Spring,2021,MW 02:40PM-04:00PM
ESE,501,1,Spring,2021,TH 04:45PM-07:35PM
AMS,500,1,Spring,2021,W 11:45AM-12:40PM
CSE,512,30,Summer,2020,TUTH 09:30AM-12:55PM
CSE,522,01,Summer,2020,
CSE,523,01,Summer,2020,
CSE,524,01,Summer,2020,
CSE,587,01,Summer,2020,
CSE,593,01,Summer,2020,
CSE,596,01,Summer,2020,
CSE,597,01,Summer,2020,
CSE,599,01,Summer,2020,
CSE,696,01,Summer,2020,
CSE,698,01,Summer,2020,
CSE,699,01,Summer,2020,
ESE,597,20,Summer,2020,
ESE,599,24,Summer,2020,
ESE,697,24,Summer,2020,
ESE,698,03,Summer,2020,
ESE,699,20,Summer,2020,
ESE,800,20,Summer,2020,
AMS,519,01,Summer,2020,
AMS,575,01,Summer,2020,
AMS,599,02,Summer,2020,
AMS,676,01,Summer,2020,
AMS,699,01,Summer,2020,
BMI,596,01,Summer,2020,
BMI,598,01,Summer,2020,
BMI,599,01,Summer,2020,
BMI,696,30,Summer,2020,
BMI,699,01,Summer,2020,
CSE,593,01,Winter,2020,
CSE,599,01,Winter,2020,
CSE,696,02,Winter,2020,
CSE,699,01,Winter,2020,
AMS,676,01,Winter,2021,
AMS,699,01,Winter,2021,
CSE,524,01,Winter,2021,
CSE,593,01,Winter,2021,
CSE,596,01,Winter,2021,
CSE,599,01,Winter,2021,
CSE,696,02,Winter,2021,
CSE,699,02,Winter,2021,
ESE,599,23,Winter,2021,
AMS,676,01,Winter,2021,
AMS,699,01,Winter,2021,
BMI,598,01,Winter,2021,
